hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,251,2017,August,32,12,2,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,112.5,0,2,Canceled,1/30/17
City Hotel,1,78,2017,August,33,15,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,240,0,2,Canceled,8/4/17
City Hotel,1,182,2017,August,33,16,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,235,0,0,Canceled,3/24/17
City Hotel,1,195,2017,August,33,16,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,235,0,0,Canceled,3/28/17
City Hotel,1,85,2017,August,33,17,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,NULL,0,Transient,190,0,2,Canceled,7/13/17
City Hotel,1,207,2017,August,33,17,0,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,167.7,0,0,Canceled,1/22/17
City Hotel,1,214,2017,August,33,18,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,130.78,0,0,Canceled,1/17/17
City Hotel,1,214,2017,August,33,18,2,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,155.52,0,0,Canceled,1/17/17
City Hotel,1,45,2017,August,33,19,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,0,Canceled,7/12/17
City Hotel,1,195,2017,August,33,19,2,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,95.7,0,0,Canceled,2/27/17
City Hotel,1,195,2017,August,33,19,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,158.7,0,0,Canceled,2/27/17
City Hotel,1,176,2017,August,33,19,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115.02,0,1,Canceled,6/29/17
City Hotel,1,121,2017,August,34,20,2,4,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Canceled,4/21/17
City Hotel,1,12,2017,August,34,21,1,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,144,0,0,Canceled,8/16/17
City Hotel,1,211,2017,August,34,22,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Canceled,5/5/17
City Hotel,1,91,2017,August,34,23,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Canceled,5/26/17
City Hotel,1,42,2017,August,34,23,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129,0,1,Canceled,8/1/17
City Hotel,1,141,2017,August,34,23,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,150,0,2,Canceled,5/8/17
City Hotel,1,17,2017,August,34,23,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129.5,0,1,Canceled,8/15/17
City Hotel,1,93,2017,August,34,24,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,192,0,0,Canceled,5/27/17
City Hotel,1,81,2017,August,34,26,1,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,170,0,1,Canceled,6/9/17
City Hotel,1,79,2017,August,34,26,2,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,240,0,0,Canceled,6/8/17
City Hotel,1,162,2017,August,34,26,2,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,235,0,0,Canceled,3/27/17
City Hotel,1,66,2017,August,35,27,1,0,1,0,0,SC,USA,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,NULL,0,Transient,130,0,0,Canceled,6/23/17
City Hotel,1,17,2017,August,35,27,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89,0,1,Canceled,8/26/17
City Hotel,1,168,2017,August,35,27,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,175.5,0,0,Canceled,5/9/17
City Hotel,1,33,2017,August,35,27,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,223,0,0,Canceled,8/17/17
City Hotel,1,305,2017,August,35,28,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,2,Canceled,7/12/17
City Hotel,1,47,2017,August,35,30,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,210,0,3,Canceled,7/21/17
City Hotel,1,68,2017,August,35,31,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129,0,1,Canceled,6/27/17
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,50,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,50,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,50,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,50,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,50,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,50,0,0,Check-Out,10/22/15
City Hotel,0,241,2015,October,43,19,1,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,50,0,0,Check-Out,10/22/15
City Hotel,0,24,2015,September,36,3,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,80.85,0,1,Check-Out,9/5/15
City Hotel,0,17,2015,September,36,5,2,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,69.49,0,0,Check-Out,9/8/15
City Hotel,0,0,2015,September,37,12,2,2,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Group,114,0,0,Check-Out,9/16/15
City Hotel,0,3,2015,September,38,19,1,1,2,0,0,BB,USA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,81,NULL,0,Transient,120,0,0,Check-Out,9/21/15
City Hotel,0,3,2015,September,38,19,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29,NULL,0,Transient-Party,120,0,0,Check-Out,9/21/15
City Hotel,0,1,2015,September,39,20,1,0,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,69,0,0,Check-Out,9/21/15
City Hotel,0,3,2015,September,38,19,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,29,NULL,0,Transient-Party,120,0,0,Check-Out,9/21/15
City Hotel,0,3,2015,September,38,19,2,1,2,0,0,BB,USA,Corporate,Corporate,0,0,0,A,D,1,No Deposit,81,NULL,0,Transient,120,0,0,Check-Out,9/22/15
City Hotel,0,7,2015,September,39,21,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,109,0,0,Check-Out,9/23/15
City Hotel,0,7,2015,September,39,21,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,109,0,0,Check-Out,9/23/15
City Hotel,0,7,2015,September,39,21,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,109,0,0,Check-Out,9/23/15
City Hotel,0,0,2015,September,39,22,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,117.04,0,1,Check-Out,9/24/15
City Hotel,0,6,2015,September,39,26,0,1,1,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,69,0,0,Check-Out,9/27/15
City Hotel,0,0,2015,September,39,26,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,180,0,0,Check-Out,9/27/15
City Hotel,0,17,2015,September,39,26,0,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/27/15
City Hotel,0,12,2015,September,39,26,1,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,200,0,1,Check-Out,9/28/15
City Hotel,0,12,2015,September,39,26,1,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,200,0,1,Check-Out,9/28/15
City Hotel,0,17,2015,September,39,26,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/29/15
City Hotel,0,17,2015,September,39,26,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/29/15
City Hotel,0,17,2015,September,39,26,2,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/30/15
City Hotel,0,16,2015,September,39,25,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/30/15
City Hotel,0,17,2015,September,39,26,2,2,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/30/15
City Hotel,0,19,2015,September,40,28,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,B,2,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/30/15
City Hotel,0,16,2015,September,39,25,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/30/15
City Hotel,0,7,2015,September,40,28,1,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/30/15
City Hotel,0,16,2015,September,39,25,2,3,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,170,0,0,Check-Out,9/30/15
City Hotel,0,18,2015,October,40,2,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,82.39,0,1,Check-Out,10/3/15
City Hotel,0,9,2015,October,41,4,2,0,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,109,0,0,Check-Out,10/6/15
City Hotel,0,14,2015,October,41,5,1,0,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,120,0,1,Check-Out,10/6/15
City Hotel,0,1,2015,October,41,6,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,E,A,1,No Deposit,14,NULL,0,Transient,146,0,0,Check-Out,10/7/15
City Hotel,0,5,2015,October,41,4,2,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,11,NULL,0,Transient,96,0,0,Check-Out,10/7/15
City Hotel,0,23,2015,October,41,9,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,90,NULL,0,Transient,96.3,0,0,Check-Out,10/10/15
City Hotel,0,22,2015,October,41,9,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,82.39,0,2,Check-Out,10/10/15
City Hotel,0,0,2015,October,41,7,0,4,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,NULL,0,Transient,159.75,0,1,Check-Out,10/11/15
City Hotel,0,0,2015,October,41,9,0,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,NULL,0,Transient,117.04,0,1,Check-Out,10/11/15
City Hotel,0,1,2015,October,41,9,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,145,0,2,Check-Out,10/13/15
City Hotel,0,1,2015,October,42,14,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,12,0,0,Check-Out,10/15/15
City Hotel,0,10,2015,October,42,15,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,146,0,0,Check-Out,10/16/15
City Hotel,0,0,2015,October,43,18,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,NULL,0,Transient,87.78,0,0,Check-Out,10/19/15
City Hotel,0,6,2015,October,43,18,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,97.02,0,1,Check-Out,10/22/15
City Hotel,0,7,2015,October,43,21,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,114,0,0,Check-Out,10/22/15
City Hotel,0,7,2015,October,43,22,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,114,0,1,Check-Out,10/23/15
City Hotel,0,11,2015,October,43,23,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Contract,136,0,0,Check-Out,10/24/15
City Hotel,0,3,2015,October,43,22,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Contract,114,0,1,Check-Out,10/25/15
City Hotel,0,8,2015,October,43,20,1,5,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,85,0,0,Check-Out,10/26/15
City Hotel,0,0,2015,October,43,23,2,2,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,96,0,0,Check-Out,10/27/15
City Hotel,0,0,2015,November,45,1,1,0,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,NULL,11,0,Transient,90.4,0,0,Check-Out,11/2/15
City Hotel,0,0,2015,November,45,5,0,2,2,0,0,BB,USA,Direct,Direct,1,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,95,0,0,Check-Out,11/7/15
City Hotel,0,21,2015,November,45,5,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,76,0,0,Check-Out,11/7/15
City Hotel,0,21,2015,November,45,5,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,76,0,0,Check-Out,11/7/15
City Hotel,0,0,2015,November,45,7,1,1,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Group,73.15,0,0,Check-Out,11/9/15
City Hotel,0,12,2015,November,45,7,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,114,1,0,Check-Out,11/10/15
City Hotel,0,2,2015,November,46,9,1,2,1,0,0,BB,USA,Complementary,Direct,0,0,0,A,A,0,No Deposit,45,NULL,0,Group,79,0,0,Check-Out,11/12/15
City Hotel,0,0,2015,November,46,9,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Contract,106,1,1,Check-Out,11/13/15
City Hotel,0,0,2015,November,47,19,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,3,No Deposit,NULL,NULL,0,Transient,99,0,0,Check-Out,11/20/15
City Hotel,0,70,2015,November,48,26,0,3,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,NULL,0,Transient,46.33,0,0,Check-Out,11/29/15
City Hotel,0,6,2015,December,49,1,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,81,0,1,Check-Out,12/2/15
City Hotel,0,31,2015,December,51,19,0,1,2,1,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,51.97,0,1,Check-Out,12/20/15
City Hotel,0,31,2015,December,51,19,0,1,3,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,7,NULL,0,Transient,76.23,0,1,Check-Out,12/20/15
City Hotel,0,83,2015,December,53,27,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,85.5,0,2,Check-Out,12/30/15
City Hotel,0,57,2015,December,52,25,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,72.47,0,0,Check-Out,1/1/16
City Hotel,0,52,2015,December,53,31,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Contract,207,1,2,Check-Out,1/2/16
City Hotel,0,71,2015,December,53,29,0,5,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,NULL,0,Transient,112.58,0,1,Check-Out,1/3/16
City Hotel,0,27,2016,January,2,5,0,1,1,0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient,64.8,0,0,Check-Out,1/6/16
City Hotel,0,80,2016,January,2,7,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,87.32,0,0,Check-Out,1/8/16
City Hotel,0,0,2016,January,3,10,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,NULL,0,Transient,54.02,0,0,Check-Out,1/11/16
City Hotel,0,48,2016,January,2,8,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,84.45,0,1,Check-Out,1/15/16
City Hotel,0,5,2016,January,3,15,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.3,0,2,Check-Out,1/18/16
City Hotel,0,36,2016,January,4,19,0,2,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,19,NULL,0,Transient-Party,71,0,0,Check-Out,1/21/16
City Hotel,0,1,2016,January,3,15,2,6,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,82.45,0,1,Check-Out,1/23/16
City Hotel,0,9,2016,January,5,29,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient-Party,78.25,0,1,Check-Out,1/31/16
City Hotel,0,9,2016,February,6,3,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90,0,0,Check-Out,2/4/16
City Hotel,0,2,2016,February,6,1,1,3,2,0,1,BB,USA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,93,0,2,Check-Out,2/5/16
City Hotel,0,15,2016,February,6,5,1,2,1,0,0,BB,USA,Corporate,Corporate,0,0,0,G,G,2,No Deposit,NULL,183,0,Transient-Party,100,0,0,Check-Out,2/8/16
City Hotel,0,0,2016,February,7,10,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79,0,0,Check-Out,2/11/16
City Hotel,0,0,2016,February,7,11,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,91,0,0,Check-Out,2/12/16
City Hotel,0,15,2016,February,7,12,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,NULL,0,Transient,40.67,0,0,Check-Out,2/15/16
City Hotel,0,3,2016,February,7,13,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,60.83,0,0,Check-Out,2/15/16
City Hotel,0,87,2016,February,8,15,1,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,62.1,0,0,Check-Out,2/17/16
City Hotel,0,1,2016,February,8,19,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,173,0,0,Check-Out,2/20/16
City Hotel,0,22,2016,February,8,19,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,81,0,1,Check-Out,2/21/16
City Hotel,0,5,2016,February,9,25,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,81,0,2,Check-Out,2/26/16
City Hotel,0,0,2016,February,9,27,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,89,0,1,Check-Out,2/28/16
City Hotel,0,0,2016,February,9,27,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,89,0,0,Check-Out,2/28/16
City Hotel,0,9,2016,March,11,7,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90,0,1,Check-Out,3/8/16
City Hotel,0,78,2016,March,11,7,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,65.58,0,0,Check-Out,3/10/16
City Hotel,0,56,2016,March,11,9,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,78.3,0,0,Check-Out,3/11/16
City Hotel,0,3,2016,March,11,8,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,91,0,1,Check-Out,3/11/16
City Hotel,0,44,2016,March,11,9,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,71.1,0,1,Check-Out,3/12/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,129,NULL,0,Transient-Party,84.33,0,1,Check-Out,3/14/16
City Hotel,0,133,2016,March,11,11,1,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,129,NULL,0,Transient-Party,42.17,0,1,Check-Out,3/14/16
